INSTNM,ZIP,LATITUDE,LONGITUDE,SATVR75
Platt College-San Diego,92115-3919,32.76373,-117.063483,NULL
Point Loma Nazarene University,92106-2899,32.713295,-117.251204,600
Pomona College,91711-6319,34.098298,-117.711944,770
Porterville College,93257,36.049256,-119.014368,NULL
Westwood College-South Bay,90502,33.85182,-118.289777,NULL
Professional Institute of Beauty,91731,34.075,-118.038,NULL
Santa Ana College,92706-3398,33.759203,-117.888384,NULL
Pardee RAND Graduate School,90407-2138,34.009975,-118.49047,NULL
Shasta School of Cosmetology,96003,40.59709,-122.387231,NULL
University of Redlands,92373-0999,34.063571,-117.163847,600
College of the Redwoods,95501-9300,40.696744,-124.195075,NULL
Salon Success Academy-Upland,91786,34.108353,-117.631091,NULL
Salon Success Academy-Corona,92879,33.84778,-117.535451,NULL
Rio Hondo College,90601-1616,34.019878,-118.033329,NULL
Riverside City College,92506,33.971481,-117.38054,NULL
Argosy University-San Francisco Bay Area,94501,37.781238,-122.267523,NULL
Rosemead Beauty School,91770-1639,34.080756,-118.082793,NULL
Dongguk University-Los Angeles,90020-1704,34.066226,-118.289927,NULL
Rudolf Steiner College,95628-6811,38.63481,-121.288571,NULL
Sacramento City College,95822-1386,38.541883,-121.49166,NULL
Saddleback College,92692-3635,33.551925,-117.664876,NULL
Samuel Merritt University,94609,37.82029,-122.266331,NULL
San Diego City College,92101-4787,32.718855,-117.151641,NULL
Golf Academy of America-Carlsbad,92008,33.12291,-117.283394,NULL
San Diego Mesa College,92111-4998,32.804935,-117.169072,NULL
San Diego Miramar College,92126-2999,32.909546,-117.120888,NULL
San Diego State University,92182,32.77525,-117.071228,600
University of San Diego,92110-2492,32.77142,-117.188721,650
San Francisco Art Institute,94133-2299,37.803575,-122.417,NULL
San Francisco Conservatory of Music,94102-6011,37.775322,-122.420143,NULL
San Francisco State University,94132,37.721345,-122.477905,550
San Francisco Theological Seminary,94960-0000,37.969594,-122.564302,NULL
University of San Francisco,94117-1080,37.775564,-122.450977,620
San Joaquin College of Law,93612-1312,36.823978,-119.6978,NULL
San Joaquin Delta College,95207,37.994643,-121.317226,NULL
San Joaquin Valley College-Visalia,93291-9283,36.328049,-119.384981,NULL
William Jessup University,95765-3707,38.819494,-121.292968,570
San Jose City College,95128-2798,37.316293,-121.929747,NULL
San Jose State University,95192-0001,37.335201,-121.881214,560
College of San Mateo,94402-3784,37.534357,-122.336078,NULL
Santa Barbara Business College-Bakersfield,93309,35.359544,-119.061264,NULL
Westwood College-Los Angeles,90010,34.061397,-118.293292,NULL
Santa Barbara Business College-Santa Maria,93454,34.403862,-119.699744,NULL
Santa Barbara City College,93109-2394,34.406788,-119.698045,NULL
Santa Clara University,95053,37.352706,-121.938189,680
Santa Monica College,90405-1628,34.018968,-118.470431,NULL
Santa Rosa Junior College,95401-4395,38.45416,-122.720689,NULL
Saybrook University,94612-1943,37.80446,-122.272391,NULL
Scripps College,91711-3905,34.103655,-117.711336,750
Wyotech-Fremont,94539,37.469279,-121.919395,NULL
College of the Sequoias,93277-2214,36.322957,-119.314775,NULL
Shasta Bible College and Graduate School,96002,40.564208,-122.315742,NULL
Shasta College,96003,40.625731,-122.317982,NULL
Sierra College,95677-3397,38.792758,-121.212646,NULL
Sierra College of Beauty,95340,37.306585,-120.495668,NULL
Sierra Valley College of Court Reporting,93726,36.802756,-119.773017,NULL
Trinity Law School,92705,33.766071,-117.852059,NULL
Simpson University,96003-8606,40.61331,-122.333048,560
College of the Siskiyous,96094-2899,41.413848,-122.389166,NULL
Charles A Jones Career and Education Center,95824-1529,38.51651,-121.44111,NULL
Skyline College,94066-1698,37.630543,-122.465978,NULL
San Bernardino Valley College,92410-2798,34.088717,-117.313814,NULL
Saint Mary's College of California,94575,37.83997,-122.106795,600
Solano Community College,94534-3197,38.235513,-122.120232,NULL
Sonoma State University,94928-3609,38.341023,-122.673261,550
Pinnacle College,91803,34.081485,-118.150493,NULL
South Baylo University,92801-1701,33.847936,-117.958663,NULL
South Coast College,92868-2609,33.787946,-117.874109,NULL
Vanguard University of Southern California,92626,33.662686,-117.900911,560
Concorde Career College-Garden Grove,92840-9201,33.774741,-117.938395,NULL
Southwestern College,91910-7299,32.641567,-116.997215,NULL
Starr King School for the Ministry,94709-1209,37.876939,-122.261778,NULL
Marshall B Ketchum University,92831-1699,33.889819,-117.886158,NULL
Southern California Institute of Architecture,90013-1822,34.04365,-118.232703,578
University of Southern California,90089,34.021058,-118.283858,720
Southwestern Law School,90010-1106,34.061558,-118.288375,NULL
Taft College,93268,35.149343,-119.459751,NULL
Claremont School of Theology,91711-3199,34.107602,-117.715256,NULL
Thomas Aquinas College,93060,34.429009,-119.087141,710
Marinello Schools of Beauty-Lake Forest,92630,33.61932,-117.704674,NULL
Epic Bible College,95841,38.64499,-121.362221,NULL
United Education Institute-Huntington Park Campus,90255,33.986057,-118.226206,NULL
Concorde Career College-San Bernardino,92408-3403,34.06722,-117.28398,NULL
Universal College of Beauty Inc-Los Angeles 1,90044,33.959435,-118.292148,NULL
Concorde Career College-North Hollywood,91606-3134,34.186464,-118.403755,NULL
Ventura College,93003-3872,34.277035,-119.230659,NULL
Victor Valley Beauty College Inc,92395,34.528578,-117.303918,NULL
Victor Valley College,92395-5850,34.472231,-117.261456,NULL
Berkeley City College,94704,37.87047,-122.269793,NULL
Walden University,55401,44.98137,-93.265741,NULL
Waynes College of Beauty,93906-2830,36.700462,-121.6523,NULL
West Hills College-Coalinga,93210,36.147891,-120.356747,NULL
West Los Angeles College,90230-3519,34.005578,-118.387578,NULL
West Valley College,95070-5698,37.263133,-122.009701,NULL
Carrington College-Sacramento,95826,38.561777,-121.36892,NULL
Westminster Theological Seminary in California,92027,33.121447,-117.046371,NULL
Westmont College,93108-1089,34.449265,-119.661932,650
Whittier College,90601,33.977625,-118.028402,580
Woodbury University,91510-7846,34.209226,-118.340692,NULL
The Wright Institute,94704-1796,37.868221,-122.253168,NULL
Western State College of Law at Argosy University,92831-3014,33.880672,-117.890274,NULL
Thomas Jefferson School of Law,92101,32.71014,-117.154191,NULL
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,90046,34.085494,-118.346688,NULL
Yuba College,95901,39.125995,-121.539316,NULL
The Salon Professional Academy-Grand Junction,81501,39.07799,-108.564961,NULL
Adams State University,81101,37.477238,-105.880943,520
Aims Community College,80632,40.409037,-104.764335,NULL
Arapahoe Community College,80160-9002,39.607505,-105.018631,NULL
Bel-Rea Institute of Animal Technology,80247,39.686066,-104.875292,NULL
Everest College-Colorado Springs,80916,38.807095,-104.740267,NULL
University of Colorado Denver/Anschutz Medical Campus,80217-3364,39.74603,-104.999181,600
University of Colorado Colorado Springs,80918,38.892735,-104.800296,590
Redstone College,80021-3465,39.914822,-105.119096,NULL
University of Colorado Boulder,80309-0017,40.004415,-105.267061,630
Colorado Christian University,80226,39.711701,-105.094836,NULL
Colorado College,80903,38.84657,-104.82422,NULL
Concorde Career College-Aurora,80010-4314,39.718699,-104.867089,NULL
The Art Institute of Colorado,80203-2983,39.735587,-104.985847,NULL
Colorado Mountain College,81601-0233,39.54634,-107.324401,NULL
Colorado Northwestern Community College,81648-3598,40.080745,-108.790296,NULL
Colorado School of Mines,80401,39.75079,-105.227148,680
Colorado School of Trades,80215-2996,39.741009,-105.103945,NULL
Colorado State University-Fort Collins,80523-0100,40.574759,-105.08083,620
Colorado Technical University-Colorado Springs,80907-3812,38.894265,-104.833928,NULL
Empire Beauty School-Lakewood,80226,39.722781,-105.082104,NULL
Community College of Aurora,80011-9036,39.717767,-104.801861,NULL
CollegeAmerica-Denver,80222,39.691571,-104.94118,NULL
Delta Montrose Technical College,81416,38.702524,-108.031072,NULL
Prince Institute-Rocky Mountains,80031-2901,39.859891,-105.065051,NULL
Community College of Denver,80204-2026,39.74142,-105.003007,NULL
Lincoln College of Technology-Denver,80239,39.77651,-104.856171,NULL
Denver Seminary,80120,39.600595,-105.022363,NULL
Westwood College-Denver North,80221,39.830429,-104.986386,NULL
University of Denver,80208,39.695954,-104.964625,640
Emily Griffith Technical College,80203,39.74574,-104.985711,NULL
Fort Lewis College,81301-3999,37.275428,-107.867003,632
Front Range Community College,80031,39.901757,-105.039359,NULL
Glenwood Beauty Academy,81601,39.561947,-107.359099,NULL
Hair Dynamics Education Center,80525,40.497241,-105.076492,NULL
Iliff School of Theology,80210-4798,39.674876,-104.959703,NULL
International Salon and Spa Academy,80918-3684,38.913621,-104.786252,NULL
Lamar Community College,81052-3999,38.058067,-102.615612,NULL
Colorado Mesa University,81501-3122,39.076354,-108.540281,530
Metropolitan State University of Denver,80217-3362,39.742248,-105.002391,590
Morgan Community College,80701,40.258792,-103.771822,NULL
Naropa University,80302-6697,40.014816,-105.267073,NULL
National American University-Colorado Springs,80920,38.95211,-104.790581,NULL
National American University-Denver,80222-3308,39.691953,-104.941649,NULL
Nazarene Bible College,80910-3704,38.814124,-104.751124,NULL
Northeastern Junior College,80751-2944,40.636879,-103.197536,NULL
University of Northern Colorado,80639,40.403178,-104.701721,570
Otero Junior College,81050,37.971184,-103.544779,NULL
Everest College-Thornton,80229,39.86156,-104.985441,NULL
Pikes Peak Community College,80906-5498,38.764287,-104.787261,NULL
IBMC College,80919,38.931,-104.814211,NULL
Pueblo Community College,81004-1499,38.263458,-104.636396,NULL
Red Rocks Community College,80228-1255,39.720277,-105.150094,NULL
Regis University,80221-1099,39.78976,-105.031385,600
Rocky Mountain College of Art and Design,80214,39.74332,-105.069911,NULL
Montessori Education Center of the Rockies,80301,39.96504,-105.25311,NULL
Colorado State University-Pueblo,81001-4901,38.309219,-104.579846,540
Pickens Technical College,80011-9307,39.723527,-104.78998,NULL
Intellitec College-Colorado Springs,80909-6096,38.832183,-104.78721,NULL
Intellitec College-Grand Junction,81506,39.116346,-108.53062,NULL
Trinidad State Junior College,81082,37.172939,-104.512184,NULL
Empire Beauty School-Thornton,80233,39.914863,-104.943533,NULL
Western State Colorado University,81231,38.547421,-106.91971,550
Albertus Magnus College,06511-1189,41.332519,-72.923848,NULL
Paul Mitchell the School-Danbury,6810,41.39648,-73.451841,NULL
Asnuntuck Community College,6082,41.998409,-72.570177,NULL
Branford Hall Career Institute-Branford Campus,6405,41.278557,-72.848201,NULL
Lincoln College of New England-Southington,06489-1057,41.632345,-72.920217,NULL
Bridgeport Hospital School of Nursing,6610,41.189413,-73.165185,NULL
University of Bridgeport,06604-5620,41.165587,-73.189352,490
Central Connecticut State University,6050,41.690258,-72.770094,550
Charter Oak State College,6053,41.688246,-72.767972,NULL
Connecticut Center for Massage Therapy-Newington,06111-3975,41.685072,-72.710705,NULL
Connecticut College,06320-4196,41.379833,-72.107321,NULL
Marinello Schools of Beauty-East Hartford,6108,41.771184,-72.642363,NULL
Porter and Chester Institute of Branford,6405,41.277311,-72.854898,NULL
University of Connecticut,6269,41.806261,-72.247969,650
Goodwin College,6118,41.74405,-72.6403,NULL
Lincoln Technical Institute-East Windsor,6088,41.924248,-72.596915,NULL
Eastern Connecticut State University,6226,41.721673,-72.218753,NULL
Fairfield University,06824-5195,41.160732,-73.25778,NULL
Paul Mitchell the School-North Haven,6473,41.394495,-72.85745,NULL
Capital Community College,6103,41.768397,-72.672734,NULL
Rensselaer Hartford Graduate Center Inc,6120,41.773462,-72.673916,NULL
American Institute-West Hartford,06110-1922,41.727016,-72.725762,NULL
Hartford Seminary,06105-2260,41.769861,-72.707766,NULL
University of Hartford,06117-1599,41.796485,-72.714965,550
Holy Apostles College and Seminary,06416-2005,41.60682,-72.647853,NULL
Housatonic Community College,06604-4704,41.175228,-73.191003,NULL
Lyme Academy College of Fine Arts,6371,41.322826,-72.329397,NULL
Manchester Community College,6040,41.760484,-72.562577,NULL
Naugatuck Valley Community College,06708-3089,41.549564,-73.071209,NULL
Middlesex Community College,06457-4829,41.539516,-72.611838,NULL
Mitchell College,6320,41.328075,-72.095337,NULL
Three Rivers Community College,6360,41.509945,-72.103039,NULL
Lincoln Technical Institute-New Britain,6051,41.659236,-72.754498,NULL
New England Tractor Trailer Training School of Connecticut,6071,41.978355,-72.451739,NULL
University of New Haven,06516-1916,41.291314,-72.961472,570
Ridley-Lowell Business & Technical Institute-New London,6320,41.349947,-72.100514,NULL
Norwalk Community College,6854,41.102574,-73.450965,NULL
Northwestern Connecticut Community College,6098,41.920982,-73.059291,NULL
Paier College of Art Inc,06514-3902,41.347714,-72.935048,NULL
Marinello Schools of Beauty-Meriden,6450,41.524385,-72.763231,NULL
Porter and Chester Institute of Stratford,06615-7158,41.169646,-73.149023,NULL
Post University,6723,41.535334,-73.080525,480
Quinebaug Valley Community College,06239-1436,41.82623,-71.889673,NULL
Quinnipiac University,6518,41.419527,-72.895542,580
Sacred Heart University,06825-1000,41.221548,-73.24461,NULL
University of Saint Joseph,6117,41.783028,-72.730489,530
Gateway Community College,6510,41.30432,-72.927191,NULL
St Vincent's College,06606-4201,41.201198,-73.201106,NULL
Southern Connecticut State University,06515-1355,41.331852,-72.948806,520
Stone Academy-Hamden,6516,41.2678,-72.977191,NULL
Tri-State College of Acupuncture,10011,40.739862,-74.002085,NULL
Trinity College,06106-3100,41.746746,-72.688684,NULL
Tunxis Community College,06032-3187,41.705498,-72.87754,NULL
Wesleyan University,6459,41.55678,-72.656755,NULL
Western Connecticut State University,06810-6826,41.400365,-73.444264,540
Yale-New Haven Hospital Dietetic Internship,6510,41.304214,-72.935579,NULL
Yale University,6520,41.311158,-72.926688,800
Margaret H Rollins School of Nursing at Beebe Medical Center,19958,38.771265,-75.142425,NULL
Dawn Career Institute Inc,19805-1511,39.754694,-75.594268,NULL
Delaware Technical Community College-Owens,19947,38.697344,-75.40752,NULL
Delaware Technical Community College-Terry,19901,39.198371,-75.56012,NULL
Delaware Technical Community College-Stanton/Wilmington,19801,39.740346,-75.552084,NULL
Delaware State University,19901,39.187173,-75.54053,480
University of Delaware,19716,39.6795744,-75.7529169,640
Goldey-Beacom College,19808,39.742464,-75.694018,NULL
Schilling-Douglas School of Hair Design LLC,19711,39.710939,-75.742386,NULL
Wesley College,19901-3875,39.16325,-75.527377,470
Wilmington University,19720,39.682299,-75.586998,NULL
American University,20016-8001,38.937802,-77.090106,680
Catholic University of America,20064,38.935796,-76.998961,620
University of the District of Columbia,20008,38.943819,-77.066247,NULL
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,20017-1585,38.931427,-76.998806,NULL
Gallaudet University,20002-3695,38.907371,-76.993675,475
George Washington University,20052,38.89865,-77.047871,690
